0.1		0
0.2		0.1060921239
0.3		0.2461719299
0.4		0.4177882342
0.5		0.6186599651
0.6		0.8466643722
0.7		1.058240053
0.8		1.254527126
0.9		1.436586689
1		1.605406289
1.1		1.761905023
1.2		1.906938282
1.3		2.041302167
1.4		2.165737598
1.5		2.280934139
1.6		2.387533556
1.7		2.486133131
1.8		2.577288746
1.9		2.66151775
2		2.739301634
2.1		2.81108851
2.2		2.877295432
2.3		2.938310542
2.4		2.994495076
2.5		3.046185233
2.6		3.093693904
2.7		3.137312292
2.8		3.177311411
2.9		3.21394349
3		3.247443273
3.1		3.278029229
3.2		3.305904684
3.3		3.331258866
3.4		3.354267886
3.5		3.375095645
3.6		3.393894682
3.7		3.410806958
3.8		3.425964593
3.9		3.439490548
4		3.451499256
4.1		3.462097217
4.2		3.471383546
4.3		3.479450485
4.4		3.48638388
4.5		3.492263624
4.6		3.49716407
4.7		3.501154413
4.8		3.50429905
4.9		3.506657913
5		3.508286773
5.1		3.509237538
5.2		3.509558511
5.3		3.509294645
5.4		3.508487776
5.5		3.507176835
5.6		3.505398053
5.7		3.503185147
5.8		3.500569494
5.9		3.497580293
6		3.494244716
6.1		3.532174049
6.2		3.608413433
6.3		3.72021303
6.4		3.865013811
6.5		4.040434331
6.6		4.244258421
6.7		4.432837732
6.8		4.60723146
6.9		4.768425386
7		4.917336957
7.1		5.054820027
7.2		5.181669263
7.3		5.29862425
7.4		5.406373304
7.5		5.505557029
7.6		5.596771622
7.7		5.680571953
7.8		5.757474426
7.9		5.827959651
8		5.892474916
8.1		5.951436507
8.2		6.005231847
8.3		6.054221504
8.4		6.098741047
8.5		6.139102782
8.6		6.175597365
8.7		6.208495298
8.8		6.23804833
8.9		6.264490756
9		6.288040625
9.1		6.30890087
9.2		6.327260351
9.3		6.343294832
9.4		6.35716789
9.5		6.36903176
9.6		6.379028118
9.7		6.387288816
9.8		6.393936562
9.9		6.399085552
10		6.402842063
10.1		6.405305
10.2		6.406566408
10.3		6.406711945
10.4		6.405821329
10.5		6.403968745
10.6		6.401223231
10.7		6.397649037
10.8		6.393305952
10.9		6.388249616
11		6.382531808
11.1		6.376200711
11.2		6.369301165
11.3		6.361874896
11.4		6.353960732
11.5		6.345594806
11.6		6.33681074
11.7		6.327639819
11.8		6.318111159
11.9		6.308251847
12		6.298087091
12.1		6.329226345
12.2		6.398713043
12.3		6.503795757
12.4		6.641913974
12.5		6.810684866
12.6		7.007890976
12.7		7.189882753
12.8		7.357718272
12.9		7.512382267
13		7.654791212
13.1		7.785798049
13.2		7.906196599
13.3		8.01672565
13.4		8.11807278
13.5		8.210877902
13.6		8.295736569
13.7		8.373203046
13.8		8.443793176
13.9		8.50798704
14		8.566231436
14.1		8.618942188
14.2		8.666506291
14.3		8.709283907
14.4		8.747610229
14.5		8.781797211
14.6		8.812135176
14.7		8.838894316
14.8		8.86232609
14.9		8.88266452
15		8.900127398
15.1		8.914917417
15.2		8.92722321
15.3		8.937220329
15.4		8.945072151
15.5		8.950930723
15.6		8.954937543
15.7		8.957224296
15.8		8.957913532
15.9		8.957119298
16		8.954947731
16.1		8.951497602
16.2		8.946860829
16.3		8.941122953
16.4		8.934363576
16.5		8.926656778
16.6		8.918071495
16.7		8.908671877
16.8		8.898517622
16.9		8.887664282
17		8.876163552
17.1		8.864063534
17.2		8.851408992
17.3		8.838241578
17.4		8.824600049
17.5		8.81052047
17.6		8.796036398
17.7		8.781179058
17.8		8.765977501
17.9		8.750458759
18		8.734647983
18.1		8.760154573
18.2		8.82402191
18.3		8.923498515
18.4		9.056023825
18.5		9.219214967
18.6		9.410854434
18.7		9.58729263
18.8		9.749587587
18.9		9.898723995
19		10.03561829
19.1		10.16112336
19.2		10.276033
19.3		10.38108595
19.4		10.47696975
19.5		10.56432428
19.6		10.64374506
19.7		10.7157863
19.8		10.78096382
19.9		10.83975767
20		10.8926146
20.1		10.9399504
20.2		10.98215205
20.3		11.01957965
20.4		11.05256839
20.5		11.08143017
20.6		11.10645528
20.7		11.12791389
20.8		11.14605742
20.9		11.16111987
21		11.17331899
21.1		11.18285745
21.2		11.18992385
21.3		11.19469371
21.4		11.19733037
21.5		11.19798586
21.6		11.19680164
21.7		11.19390937
21.8		11.18943157
21.9		11.18348226
22		11.17616754
22.1		11.16758615
22.2		11.15782999
22.3		11.14698457
22.4		11.13512946
22.5		11.12233872
22.6		11.10868124
22.7		11.09422116
22.8		11.07901814
22.9		11.06312771
23		11.04660154
23.1		11.02948769
23.2		11.01183091
23.3		10.99367282
23.4		10.97505215
23.5		10.95600494
23.6		10.93656472
23.7		10.91676269
23.8		10.89662786
23.9		10.87618725
24		10.85546598
24.1		10.87607343
24.2		10.93505294
24.3		11.02965301
24.4		11.15731306
24.5		11.31565018
24.6		11.50244684
24.7		11.67405342
24.8		11.83152793
24.9		11.97585502
25		12.10795111
25.1		12.22866907
25.2		12.33880265
25.3		12.43909058
25.4		12.53022037
25.5		12.61283187
25.6		12.68752057
25.7		12.75484068
25.8		12.81530797
25.9		12.86940246
26		12.9175709
26.1		12.96022904
26.2		12.99776383
26.3		13.03053536
26.4		13.05887878
26.5		13.08310597
26.6		13.1035072
26.7		13.12035261
26.8		13.1338936
26.9		13.14436414
27		13.15198196
27.1		13.1569497
27.2		13.15945594
27.3		13.15967617
27.4		13.15777373
27.5		13.15390059
27.6		13.1481982
27.7		13.1407982
27.8		13.13182308
27.9		13.12138684
28		13.10959555
28.1		13.09654795
28.2		13.08233588
28.3		13.06704485
28.4		13.0507544
28.5		13.03353856
28.6		13.01546621
28.7		12.99660145
28.8		12.97700394
28.9		12.95672916
29		12.93582876
29.1		12.9143508
29.2		12.89233998
29.3		12.86983792
29.4		12.84688331
29.5		12.82351216
29.6		12.799758
29.7		12.77565199
29.8		12.75122313
29.9		12.7264984
30		12.70150291
30.1		12.71784601
30.2		12.77257103
30.3		12.86292643
30.4		12.98635162
30.5		13.14046366
30.6		13.323045
30.7		13.490446
30.8		13.64372464
30.9		13.78386556
31		13.91178514
31.1		14.02833624
31.2		14.13431259
31.3		14.23045289
31.4		14.31744464
31.5		14.39592765
31.6		14.4664974
31.7		14.52970807
31.8		14.58607541
31.9		14.63607943
32		14.68016685
32.1		14.71875339
32.2		14.75222599
32.3		14.78094471
32.4		14.80524468
32.5		14.82543777
32.6		14.84181421
32.7		14.85464414
32.8		14.86417892
32.9		14.87065249
33		14.87428259
33.1		14.87527182
33.2		14.87380873
33.3		14.87006881
33.4		14.86421535
33.5		14.85640033
33.6		14.84676517
33.7		14.83544148
33.8		14.82255174
33.9		14.80820991
34		14.79252206
34.1		14.7755869
34.2		14.75749625
34.3		14.7383356
34.4		14.71818447
34.5		14.69711686
34.6		14.67520165
34.7		14.6525029
34.8		14.62908025
34.9		14.60498918
35		14.5802813
35.1		14.55500465
35.2		14.52920393
35.3		14.50292071
35.4		14.47619367
35.5		14.44905882
35.6		14.42154965
35.7		14.39369729
35.8		14.36553075
35.9		14.33707697
36		14.30836105
36.1		14.3209923
36.2		14.37201405
36.3		14.45867475
36.4		14.57841375
36.5		14.72884813
36.6		14.9077603
36.7		15.07150061
36.8		15.22112701
36.9		15.35762413
37		15.48190833
37.1		15.59483245
37.2		15.69719019
37.3		15.78972025
37.4		15.87311008
37.5		15.94799951
37.6		16.01498397
37.7		16.07461764
37.8		16.12741624
37.9		16.17385977
38		16.21439491
38.1		16.24943739
38.2		16.2793741
38.3		16.30456511
38.4		16.32534552
38.5		16.34202717
38.6		16.3549003
38.7		16.36423499
38.8		16.37028261
38.9		16.37327709
39		16.37343613
39.1		16.37096231
39.2		16.36604418
39.3		16.35885719
39.4		16.34956463
39.5		16.33831846
39.6		16.32526007
39.7		16.31052105
39.8		16.29422387
39.9		16.27648248
40		16.25740293
40.1		16.23708389
40.2		16.21561719
40.3		16.19308827
40.4		16.16957666
40.5		16.14515634
40.6		16.11989616
40.7		16.09386017
40.8		16.06710798
40.9		16.03969506
41		16.01167301
41.1		15.98308985
41.2		15.95399025
41.3		15.92441577
41.4		15.89440508
41.5		15.86399417
41.6		15.83321649
41.7		15.80210319
41.8		15.77068322
41.9		15.73898354
42		15.70702922
42.1		15.71642955
42.2		15.76422784
42.3		15.84767252
42.4		15.96420294
42.5		16.11143614
42.6		16.28715454
42.7		16.44770844
42.8		16.59415581
42.9		16.72748123
43		16.84860106
43.1		16.95836812
43.2		17.05757609
43.3		17.14696366
43.4		17.22721826
43.5		17.2989797
43.6		17.36284339
43.7		17.4193635
43.8		17.46905574
43.9		17.51240008
44		17.54984319
44.1		17.58180079
44.2		17.60865974
44.3		17.63078011
44.4		17.64849696
44.5		17.66212213
44.6		17.67194583
44.7		17.67823815
44.8		17.68125043
44.9		17.68121657
45		17.67835426
45.1		17.67286608
45.2		17.66494056
45.3		17.65475312
45.4		17.64246704
45.5		17.62823426
45.6		17.61219616
45.7		17.59448433
45.8		17.5752212
45.9		17.5545207
46		17.53248888
46.1		17.50922439
46.2		17.48481904
46.3		17.45935827
46.4		17.43292158
46.5		17.40558293
46.6		17.37741116
46.7		17.34847031
46.8		17.31881998
46.9		17.2885156
47		17.25760878
47.1		17.22614751
47.2		17.19417644
47.3		17.16173713
47.4		17.12886823
47.5		17.09560571
47.6		17.061983
47.7		17.02803125
47.8		16.99377939
47.9		16.95925436
48		16.92448121
48.1		16.93106923
48.2		16.9760617
48.3		17.05670704
48.4		17.17044459
48.5		17.31489138
48.6		17.48782979
48.7		17.64561014
48.8		17.78929035
48.9		17.91985501
49		18.03822046
49.1		18.1452395
49.2		18.2417058
49.3		18.32835802
49.4		18.4058836
49.5		18.47492232
49.6		18.53606959
49.7		18.58987955
49.8		18.6368679
49.9		18.67751459
50		18.71226629
50.1		18.74153869
50.2		18.76571865
50.3		18.7851662
50.4		18.80021642
50.5		18.81118112
50.6		18.8183505
50.7		18.82199463
50.8		18.82236482
50.9		18.81969499
51		18.8142028
51.1		18.80609081
51.2		18.79554753
51.3		18.78274839
51.4		18.76785665
51.5		18.75102422
51.6		18.73239248
51.7		18.71209299
51.8		18.69024818
51.9		18.66697197
52		18.64237038
52.1		18.61654207
52.2		18.58957882
52.3		18.56156605
52.4		18.53258326
52.5		18.50270439
52.6		18.47199827
52.7		18.44052893
52.8		18.40835594
52.9		18.37553473
53		18.3421169
53.1		18.30815041
53.2		18.27367992
53.3		18.23874695
53.4		18.20339016
53.5		18.16764549
53.6		18.13154638
53.7		18.09512393
53.8		18.05840709
53.9		18.02142277
54		17.98419601
54.1		17.98833608
54.2		18.03088627
54.3		18.10909497
54.4		18.2204015
54.5		18.36242289
54.6		18.53294151
54.7		18.68830764
54.8		18.82957922
54.9		18.95774082
55		19.07370875
55.1		19.17833581
55.2		19.27241566
55.3		19.35668694
55.4		19.43183708
55.5		19.49850585
55.6		19.55728864
55.7		19.60873958
55.8		19.65337437
55.9		19.69167293
56		19.72408192
56.1		19.75101702
56.2		19.77286509
56.3		19.78998614
56.4		19.80271522
56.5		19.81136415
56.6		19.81622311
56.7		19.81756214
56.8		19.81563258
56.9		19.8106683
57		19.80288696
57.1		19.79249111
57.2		19.77966925
57.3		19.76459679
57.4		19.74743697
57.5		19.72834171
57.6		19.70745237
57.7		19.68490049
57.8		19.66080849
57.9		19.63529029
58		19.60845189
58.1		19.58039193
58.2		19.55120218
58.3		19.52096807
58.4		19.48976906
58.5		19.45767909
58.6		19.42476698
58.7		19.39109674
58.8		19.35672794
58.9		19.32171599
59		19.28611248
59.1		19.24996536
59.2		19.21331928
59.3		19.17621575
59.4		19.1386934
59.5		19.10078818
59.6		19.06253351
59.7		19.02396048
59.8		18.98509803
59.9		18.94597305
60		18.90661058
60.1		18.90861988
60.2		18.94904421
60.3		19.02513196
60.4		19.13432245
60.5		19.27423268
60.6		19.44264502
60.7		19.59590974
60.8		19.73508475
60.9		19.86115463
61		19.97503568
61.1		20.07758067
61.2		20.16958327
61.3		20.25178209
61.4		20.32486457
61.5		20.38947044
61.6		20.4461951
61.7		20.49559267
61.8		20.53817882
61.9		20.57443348
62		20.6048033
62.1		20.62970394
62.2		20.64952223
62.3		20.66461821
62.4		20.67532689
62.5		20.68196008
62.6		20.68480796
62.7		20.68414057
62.8		20.68020921
62.9		20.67324776
63		20.66347386
63.1		20.65109006
63.2		20.63628483
63.3		20.61923359
63.4		20.60009956
63.5		20.57903465
63.6		20.5561802
63.7		20.53166776
63.8		20.50561974
63.9		20.47815002
64		20.44936462
64.1		20.41936214
64.2		20.38823438
64.3		20.35606672
64.4		20.32293863
64.5		20.28892404
64.6		20.25409175
64.7		20.21850577
64.8		20.18222565
64.9		20.14530681
65		20.1078008
65.1		20.06975559
65.2		20.03121579
65.3		19.99222292
65.4		19.95281559
65.5		19.91302975
65.6		19.8728988
65.7		19.83245383
65.8		19.79172376
65.9		19.75073548
66		19.709514
66.1		19.70966859
66.2		19.7482425
66.3		19.8224841
66.4		19.92983271
66.5		20.06790531
66.6		20.23448426
