0.010	0.044
0.020	0.085
0.030	0.124
0.040	0.160
0.050	0.194
0.060	0.226
0.070	0.256
0.080	0.285
0.090	0.311
0.100	0.336
0.110	0.360
0.120	0.382
0.130	0.403
0.140	0.422
0.150	0.441
0.160	0.458
0.170	0.474
0.180	0.489
0.190	0.503
0.200	0.517
0.210	0.529
0.220	0.541
0.230	0.552
0.240	0.563
0.250	0.573
0.260	0.582
0.270	0.590
0.280	0.599
0.290	0.606
0.300	0.613
0.310	0.620
0.320	0.626
0.330	0.632
0.340	0.638
0.350	0.643
0.360	0.648
0.370	0.653
0.380	0.657
0.390	0.661
0.400	0.665
0.410	0.668
0.420	0.672
0.430	0.675
0.440	0.678
0.450	0.680
0.460	0.683
0.470	0.685
0.480	0.688
0.490	0.690
0.500	0.692
0.510	0.694
0.520	0.695
0.530	0.697
0.540	0.698
0.550	0.700
0.560	0.701
0.570	0.702
0.580	0.704
0.590	0.705
0.600	0.706
0.610	0.707
0.620	0.707
0.630	0.708
0.640	0.709
0.650	0.710
0.660	0.710
0.670	0.711
0.680	0.712
0.690	0.712
0.700	0.713
0.710	0.713
0.720	0.713
0.730	0.714
0.740	0.714
0.750	0.714
0.760	0.715
0.770	0.715
0.780	0.715
0.790	0.715
0.800	0.716
0.810	0.716
0.820	0.716
0.830	0.716
0.840	0.716
0.850	0.716
0.860	0.716
0.870	0.716
0.880	0.716
0.890	0.717
0.900	0.717
0.910	0.717
0.920	0.717
0.930	0.717
0.940	0.717
0.950	0.717
0.960	0.717
0.970	0.717
0.980	0.717
0.990	0.717
1.000	0.716
1.010	0.716
1.020	0.716
1.030	0.716
1.040	0.716
1.050	0.716
1.060	0.716
1.070	0.716
1.080	0.716
1.090	0.716
1.100	0.716
1.110	0.716
1.120	0.716
1.130	0.716
1.140	0.715
1.150	0.715
1.160	0.715
1.170	0.715
1.180	0.715
1.190	0.715
1.200	0.715
1.210	0.715
1.220	0.715
1.230	0.714
1.240	0.714
1.250	0.714
1.260	0.714
1.270	0.714
1.280	0.714
1.290	0.714
1.300	0.714
1.310	0.713
1.320	0.713
1.330	0.713
1.340	0.713
1.350	0.713
1.360	0.713
1.370	0.713
1.380	0.713
1.390	0.712
1.400	0.712
1.410	0.712
1.420	0.712
1.430	0.712
1.440	0.712
1.450	0.712
1.460	0.712
1.470	0.711
1.480	0.711
1.490	0.711
1.500	0.711
1.510	0.711
1.520	0.711
1.530	0.711
1.540	0.710
1.550	0.710
1.560	0.710
1.570	0.710
1.580	0.710
1.590	0.710
1.600	0.710
1.610	0.709
1.620	0.709
1.630	0.709
1.640	0.709
1.650	0.709
1.660	0.709
1.670	0.709
1.680	0.709
1.690	0.708
1.700	0.708
1.710	0.708
1.720	0.708
1.730	0.708
1.740	0.708
1.750	0.708
1.760	0.707
1.770	0.707
1.780	0.707
1.790	0.707
1.800	0.707
1.810	0.707
1.820	0.707
1.830	0.706
1.840	0.706
1.850	0.706
1.860	0.706
1.870	0.706
1.880	0.706
1.890	0.706
1.900	0.705
1.910	0.705
1.920	0.705
1.930	0.705
1.940	0.705
1.950	0.705
1.960	0.705
1.970	0.704
1.980	0.704
1.990	0.704
2.000	0.704
2.010	0.704
2.020	0.704
2.030	0.704
2.040	0.704
2.050	0.703
2.060	0.703
2.070	0.703
2.080	0.703
2.090	0.703
2.100	0.703
2.110	0.703
2.120	0.702
2.130	0.702
2.140	0.702
2.150	0.702
2.160	0.702
2.170	0.702
2.180	0.702
2.190	0.701
2.200	0.701
2.210	0.701
2.220	0.701
2.230	0.701
2.240	0.701
2.250	0.701
2.260	0.700
2.270	0.700
2.280	0.700
2.290	0.700
2.300	0.700
2.310	0.700
2.320	0.700
2.330	0.699
2.340	0.699
2.350	0.699
2.360	0.699
2.370	0.699
2.380	0.699
2.390	0.699
2.400	0.699
2.410	0.698
2.420	0.698
2.430	0.698
2.440	0.698
2.450	0.698
2.460	0.698
2.470	0.698
2.480	0.697
2.490	0.697
2.500	0.697
2.510	0.697
2.520	0.697
2.530	0.697
2.540	0.697
2.550	0.696
2.560	0.696
2.570	0.696
2.580	0.696
2.590	0.696
2.600	0.696
2.610	0.696
2.620	0.695
2.630	0.695
2.640	0.695
2.650	0.695
2.660	0.695
2.670	0.695
2.680	0.695
2.690	0.694
2.700	0.694
2.710	0.694
2.720	0.694
2.730	0.694
2.740	0.694
2.750	0.694
2.760	0.694
2.770	0.693
2.780	0.693
2.790	0.693
2.800	0.693
2.810	0.693
2.820	0.693
2.830	0.693
2.840	0.692
2.850	0.692
2.860	0.692
2.870	0.692
2.880	0.692
2.890	0.692
2.900	0.692
2.910	0.691
2.920	0.691
2.930	0.691
2.940	0.691
2.950	0.691
2.960	0.691
2.970	0.691
2.980	0.690
2.990	0.690
3.000	0.690
3.010	0.690
3.020	0.690
3.030	0.690
3.040	0.690
3.050	0.689
3.060	0.689
3.070	0.689
3.080	0.689
3.090	0.689
3.100	0.689
3.110	0.689
3.120	0.689
3.130	0.688
3.140	0.688
3.150	0.688
3.160	0.688
3.170	0.688
3.180	0.688
3.190	0.688
3.200	0.687
3.210	0.687
3.220	0.687
3.230	0.687
3.240	0.687
3.250	0.687
3.260	0.687
3.270	0.686
3.280	0.686
3.290	0.686
3.300	0.686
3.310	0.686
3.320	0.686
3.330	0.686
3.340	0.685
3.350	0.685
3.360	0.685
3.370	0.685
3.380	0.685
3.390	0.685
3.400	0.685
3.410	0.684
3.420	0.684
3.430	0.684
3.440	0.684
3.450	0.684
3.460	0.684
3.470	0.684
3.480	0.684
3.490	0.683
3.500	0.683
3.510	0.683
3.520	0.683
3.530	0.683
3.540	0.683
3.550	0.683
3.560	0.682
3.570	0.682
3.580	0.682
3.590	0.682
3.600	0.682
3.610	0.682
3.620	0.682
3.630	0.681
3.640	0.681
3.650	0.681
3.660	0.681
3.670	0.681
3.680	0.681
3.690	0.681
3.700	0.680
